[ 2024-11-01 15:11:54,307 ] 16 root - INFO - Initiate the data ingestion...
[ 2024-11-01 15:11:58,235 ] 80 root - INFO -  Performed trained test split on the dataframe
[ 2024-11-01 15:11:58,235 ] 81 root - INFO -  Exited split_data_as_train_test_split method of DataIngestion class.
[ 2024-11-01 15:11:58,235 ] 85 root - INFO -  Exporting train and test file paths 
[ 2024-11-01 15:11:58,314 ] 90 root - INFO -  Exported train and test file paths 
[ 2024-11-01 15:11:58,314 ] 18 root - INFO -  Data ingestion completed successfully
[ 2024-11-01 15:11:58,324 ] 22 root - INFO -  Data validation initialized successfully
[ 2024-11-01 15:11:58,387 ] 131 root - INFO - Needed number of columns are: 2
[ 2024-11-01 15:11:58,387 ] 132 root - INFO - Dataframe has columns: 31
[ 2024-11-01 15:11:58,388 ] 131 root - INFO - Needed number of columns are: 2
[ 2024-11-01 15:11:58,388 ] 132 root - INFO - Dataframe has columns: 31
[ 2024-11-01 15:11:58,554 ] 24 root - INFO -  Data validation completed successfully
[ 2024-11-01 15:11:58,554 ] 27 root - INFO -  Data Transformation initialized successfully
[ 2024-11-01 15:11:58,554 ] 58 root - INFO - Entering data_transformation method of DataTransformation class
[ 2024-11-01 15:11:58,554 ] 60 root - INFO - starting data_transformation
[ 2024-11-01 15:11:58,594 ] 42 root - INFO - Entered get_data_transformation_object of DataTranformation class
[ 2024-11-01 15:11:58,595 ] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2024-11-01 15:11:58,599 ] 36 root - INFO - Entered save_numpy_array_data method
[ 2024-11-01 15:11:58,609 ] 40 root - INFO - Exited save_numpy_array_data method and saved array 
[ 2024-11-01 15:11:58,609 ] 36 root - INFO - Entered save_numpy_array_data method
[ 2024-11-01 15:11:58,609 ] 40 root - INFO - Exited save_numpy_array_data method and saved array 
[ 2024-11-01 15:11:58,609 ] 45 root - INFO - Entered save object  method
[ 2024-11-01 15:11:58,615 ] 49 root - INFO - Exited save object method and saved object 
[ 2024-11-01 15:11:58,617 ] 30 root - INFO -  Data Transformation completed successfully
[ 2024-11-01 15:11:58,617 ] 33 root - INFO -  Model Training started 
[ 2024-11-01 15:13:22,887 ] 16 root - INFO - Initiate the data ingestion...
[ 2024-11-01 15:13:24,727 ] 80 root - INFO -  Performed trained test split on the dataframe
[ 2024-11-01 15:13:24,727 ] 81 root - INFO -  Exited split_data_as_train_test_split method of DataIngestion class.
[ 2024-11-01 15:13:24,727 ] 85 root - INFO -  Exporting train and test file paths 
[ 2024-11-01 15:13:24,807 ] 90 root - INFO -  Exported train and test file paths 
[ 2024-11-01 15:13:24,807 ] 18 root - INFO -  Data ingestion completed successfully
[ 2024-11-01 15:13:24,817 ] 22 root - INFO -  Data validation initialized successfully
[ 2024-11-01 15:13:24,894 ] 131 root - INFO - Needed number of columns are: 2
[ 2024-11-01 15:13:24,894 ] 132 root - INFO - Dataframe has columns: 31
[ 2024-11-01 15:13:24,894 ] 131 root - INFO - Needed number of columns are: 2
[ 2024-11-01 15:13:24,894 ] 132 root - INFO - Dataframe has columns: 31
[ 2024-11-01 15:13:25,068 ] 24 root - INFO -  Data validation completed successfully
[ 2024-11-01 15:13:25,068 ] 27 root - INFO -  Data Transformation initialized successfully
[ 2024-11-01 15:13:25,068 ] 58 root - INFO - Entering data_transformation method of DataTransformation class
[ 2024-11-01 15:13:25,068 ] 60 root - INFO - starting data_transformation
[ 2024-11-01 15:13:25,094 ] 42 root - INFO - Entered get_data_transformation_object of DataTranformation class
[ 2024-11-01 15:13:25,094 ] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2024-11-01 15:13:25,098 ] 36 root - INFO - Entered save_numpy_array_data method
[ 2024-11-01 15:13:25,098 ] 40 root - INFO - Exited save_numpy_array_data method and saved array 
[ 2024-11-01 15:13:25,098 ] 36 root - INFO - Entered save_numpy_array_data method
[ 2024-11-01 15:13:25,108 ] 40 root - INFO - Exited save_numpy_array_data method and saved array 
[ 2024-11-01 15:13:25,108 ] 45 root - INFO - Entered save object  method
[ 2024-11-01 15:13:25,108 ] 49 root - INFO - Exited save object method and saved object 
[ 2024-11-01 15:13:25,108 ] 30 root - INFO -  Data Transformation completed successfully
[ 2024-11-01 15:13:25,108 ] 33 root - INFO -  Model Training started 
[ 2024-11-01 15:14:13,567 ] 16 root - INFO - Initiate the data ingestion...
[ 2024-11-01 15:14:15,486 ] 80 root - INFO -  Performed trained test split on the dataframe
[ 2024-11-01 15:14:15,486 ] 81 root - INFO -  Exited split_data_as_train_test_split method of DataIngestion class.
[ 2024-11-01 15:14:15,486 ] 85 root - INFO -  Exporting train and test file paths 
[ 2024-11-01 15:14:15,566 ] 90 root - INFO -  Exported train and test file paths 
[ 2024-11-01 15:14:15,566 ] 18 root - INFO -  Data ingestion completed successfully
[ 2024-11-01 15:14:15,576 ] 22 root - INFO -  Data validation initialized successfully
[ 2024-11-01 15:14:15,635 ] 131 root - INFO - Needed number of columns are: 2
[ 2024-11-01 15:14:15,635 ] 132 root - INFO - Dataframe has columns: 31
[ 2024-11-01 15:14:15,635 ] 131 root - INFO - Needed number of columns are: 2
[ 2024-11-01 15:14:15,635 ] 132 root - INFO - Dataframe has columns: 31
